exampleID	toposID	toposLABEL	researcherID	exampleTEXT
104732	10989	NARRATEUR_ARBITRAIRE	107+129	Je m'en sers de ma seule autorité.        
100336	10061	TITRE_METACRITIQUE	10+129	Quelques réflexions qui ne sont pas hors de propos.        <td width='25%' bgcolor='#F6F5F4' valign='top'>
105186	11047	REUSSIR_SUICIDE	74	La Ville de Laon fut prise, et le desesperé Givri chercha tant d'occasions de s'y faire tüer, qu'il reüssit dans son dessein, il fut blessé sur la brêche, et mourut trois ou quatre jours aprés.
103824	10714	SUBSTITUER_PARTENAIRE_CLERGE	71	Lors prend a ses deux mains les branches du poirier, et fait tumber en bas sur eulx et ou preau des poires treslargement, dont frere Aubry fut t[an]t effraié que a peu s'il eut sens ne loisir de reprendre sa gonne. Si s'en picque tant qu'il peut sans attendre, et ne fut oncques asseur tant qu'il fut hors de leens. Et la nonnain, qui fut autant ou plus effrayee que luy, ne sceut si tost se mectre au chemin que le galant qui estoit sur le poirier ne fut descendu, qui la va prandre par la main et luy defendit le partir, et luy dist : M'amye, ainsi n'en yrez vous ; il vous fault bien premier paier le fruictier. Elle, qui estoit prinse et souprinse, vit bien que le refus n'estoit pas de saison, et fut contente que le [fruictier] fist ce que frere Aubry avoit laissié en train.
102064	10378	MENTIR_ESPOIR_AVANTAGE	85+129	Il riait intérieurement de ma simplicité et moi de la sienne.        
102544	10490	HOMME_VENGER_(SE)_DE_TRAHISON	74	Mais Dom Pedre le luy donna pas le loisir de l'achever, il fit crier aux armes par tout le Chasteau, et entrant luy-même dans la chambre de Blanche, suivy des Officiers de la garnison, il fit poignarder Nugnez en sa presence.
104926	11009	HOMME_REGARDER_FEMME_(SE)_BAIGNER	74	C'est le roi d'Ecosse qui parle et déscrit ce que le roi a vu et entendu.        
305598	10310	OBEISSANCE_PAR_AMOUR	71	Sire madame la reïnePar moi vos mande, et jel vos di,que au noauz. Quant cil l'oï,Si dist que molt volantiers,<BR>Come cil qui est suens antiers.<BR><BR>Monseigneur, madame la reine<BR>vous mande ceci par ma bouche :<BR>que ce soit au pis ! À ces mots,<BR>il lui répond : oui, de grand coeur !<BR>en homme qui est tout entier à elle.<BR>
100532	10101	TROMPER_JALOUX_PAR_FEINTE	3+129	Je vous en sollicite à genoux, dit-il.        
305782	10484	TUER_RIVAL_PAR_JALOUSIE	71	Surquoy Eubule prenant son avantage luy pousse un grand poignard qu'il tenoit caché sous son manteau, dans le corps, & le coucha sur le carreau roide mort.
100288	10054	REVELER_BATARDISE	47+107	no text found
104066	10866	RIVAL_MOURIR_APRES_DUEL	3+129	no text found
104472	10940	VICTIME(S)_FUIR	74	Le voila aux plaintes et aux imprecations ; il fait foüiller dans cet appartement ; il menace de fer et de poison tout ce qui se present à ses yeux ; ...S'Il avoit trouvé la Comtesse sa femme, il se seroit porté à quelque fâcheuse extremité contre elle ; mais elle s'estoit refugiée auprés du Roy son Pere.
100796	10143	TOMBER_FOLLEMENT_AMOUREUX	66+129	J'étois près d'une d'elles, quand je vis entrer une femme bien faite, suivie d'une fille qui joignoit à la plus parfait régularité des traits l'éclat de la plus brillante jeunesse. Tant de charmes étoient encore relevés par son extrême modestie : je l'aimai dès ce premier moment, et ce moment a décidé de toute ma vie.
100954	10160	FEINDRE_DEVOUEMENT	85+129	CITATION>...mais ce n'était pas lui que je pensais servir, et toutes mes vues se rapportaient à l'avantage de Théophé</CITATION>
100178	10016	REVELER_SECRET_SUR_LIT_DE_MORT	129	Il [Destin] se leva pourtant plus matin qu'il ne pensait, parce que la servante de Rappinière le vint quérir à la hâte pour venir voir Doguin qui se mourait et qui demandait à le voir devant que de mourir.
305720	10613	MARI_ASSASSINER_AMANTS	71	Après avoir donc coupé à ce misérable jeune homme le nez, les oreilles, les extrémités des pieds et des mains et ce qui le rendait homme, il lui donne plus de cinquante coups de dasgue devant que de le favoriser de celui de la mort. [] Il la fit traîner ainsi garottée dans une cave profonde où il la laissa mourir .
101790	10325	RAISON_VRAI_BONHEUR	3+129	no text found
101106	10143	TOMBER_FOLLEMENT_AMOUREUX		Elle estoit si parfaitement belle que ses yeux servans d'alumetes à son coeur, il fut incontinent tout en flammes.  (...) Belle Princesse, ce cerf ne se pouvoit pas mieux vanger de la blesseure qu'il a receu de moy, que par les traicts de vos beaux yeux qui m'en eut fait desja mille.
104466	10497	BRIGANDS_ATTAQUER	74	Je leur ai demandé par quel accident cet homme étoit en cet état.  Il y a de l'apparence que ce sont des voleurs qui 'y ont mis, a reparti l'un de ces Peres, car nous avons entendu tirer plusieurs coups:  Nous sommes sortis pour voir ce qui causoit ce bruit, et nous avons apperceu deux ou trois hommes  qui se sauvant entre les arbres, nous ont laissé celuy cy blessé comme vous le voyez.
102382	10016	REVELER_SECRET_SUR_LIT_DE_MORT	7+129	no text found
103776	10779	SE_BATTRE_EN_DUEL_POUR_INJURE	89	no text found
103078	10602	RUSER_POUR_SUSCITER_REVOLTE	40	Voilà une terrible entreprise [...]  Jamais celle de Catilina lui fut égale, ni maniée avec tant de dextérité.
305108	10151	MALE_AIMER_BELLE_MASQUEE	74	no text found
102768	10525	VENGER_(SE)_PAR_MUTILATION	71	Philoména et sa soeur Procné se vengent sur le fils de celle-ci et de Téréus du viol qu'il a commis sur Philomena.
103810	10743	SUICIDE_PAR_AMOUR	123	P. 230 : Je veux mourir, dit-elle, avec mon cher ami. P. 231 : Il sera temps que nous nous disposions à mourir puique aussi bien on nous veut interdire de vivre plus longuement. P. 233 : Par ses courageuses paroles et par son exemple elle anima Valéran qui ne pouvait se résoudre à cette cruelle exécution.
305826	10619	GROSSESSE_ILLEGITIME	71	Elle se trouva grosse de quelques mois par mal-heur ; de sorte que de ses efforts, de l'incommodité de la prison, & du deplaisir qui lui saisit le coeur, elle fit une mauvaise couche, dont elle mourut.
104032	10856	CRIMINEL_DENONCE_INSTIGATEUR	126	no text found
104048	10863	DEMANDER_AUMONE	71	        La bonne fame ont apelee        Et molt doucement l'ont prïee        Que de son pain leur vende ou doigne, <BR />        Quer de mengier ont grant besoigne.
103046	10497	BRIGANDS_ATTAQUER	100	no text found
305702	11106	SOIR_DE_NOCES_ENGENDRER_HÉRITIER	189	Do a pris[e] se fame, mervoilles fist li dus.A la fille Tomile a cele nuit geü<BR>Et engendra .j. fil: fel et enragiez fu,<BR><BR>Doon a pris femme et le duc fit merveille. Il coucha cette nuit-là avec la fille de Tomile et engendra un fils qui fut félon et enragé.
100046	10011	ENTRER_RELIGION_PAR_FORCE	129	Je lui demandai ce qui l'amenait à Amiens et si elle y avait quelques personnes de connaissance.  Elle me répondit qu'elle y était envoyée par ses parents pour être religieuse. C'était malgré elle qu'on l'envoyait au couvent, pour arrêter sans doute son penchant au plaisir.
104296	10911	ABSENCE_CAUSER_SOUFFRANCE	45	Que ton absence me rend amère la vie que tu m'as rendue! Quelle convalescence! Une passion plus terrible que la fièvre et le transport m'entraîne à ma perte. Cruelle! tu me quittes quand j'ai plus besoin de toi.
102896	10534	TERRORISER_PAR_VIOLENCE__VERBALE	57	Tu as la force en main, tu peux m'empêcher de partir et le tyran réplique Je ne pensais jamais à vous retenir [...], <CITATION>Cet vous me faites ressouvenir que je puis le faire; je profiterai de l'avis </CITATION>...
105146	11038	INCESTE_SUIVI_PAR_NAISSANCE	3+129	Cretonia est amoureuse de son neveu. Suite à un quiporoquo elle fait l'amour à son fils Don Felix et se retrouve enceinte. Elle donnera naissance à une fille Diane.
103220	10634	AMANTS_RECONNAITRE_(SE)	3+129	no text found
104320	10898	TROUVER_MANUSCRIT_LETTRES	74	no text found
102414	10462	ACCUSER_INNOCENT_DE_MEURTRE	91+129	Sire, à présent je vous requiers en votre qualité de roi de me faire justice à propos de la reine, qui a tué mon frère par trahison; si elle veut le nier et refuser de reconnaître qu'elle s'est rendue coupable de déloyauté, je serais prêt à prouver le contraire contre le meilleur chevalier qu'elle voudra m'opposer.
103914	10813	FRERE_EMPECHE_MARIAGE_SOEUR	126	no text found
104074	10494	EMPRISONNER_HOMME	74	Ce qu'il [Dom Pèdre] fit seulement, c'est qu'il fit retenir le frère d'Angélique chez ses cousines, pour voir si on n'envoyeroit point le chercher.
305392	11088	ATTRAIT_EROTIQUE_DU_PIED		A leur silence, à la naïveté de leurs attitudes, à la beauté de leurs pieds nus, on eût cru ...
105148	10980	MOURIR_DE_CHAGRIN_AMOUR	3+129	no text found
104016	10089	AIDER_CONTRE_VIOL	126	Roger, premier valet de chambre du Roi [ lors du sac de Negrepelisse par les troupes du Roi qui a donné l'ordre de ne pas faire de quartier pour les défenseurs dont il veut se venger] [...] voyant que les soldats emmenoient une quantité de femmes et de filles, courut promptement à eux avec une bourse pleine de pistoles, et leur demandant une pour une pistole, une autre pour deux, une autre pour trois, et allant ainsi par toutes les rues, il en acheta jusqu'au nombre de quarante qu'il amena au quartier du roi où il les mit en sûreté et d'où il les renvoya chez elles quand l'armée se fut retirée.
103478	10161	FEMME_INITIER_JEUNE_IGNORANT	85+129	Ainsi j'eus le plaisir, en arivant à l'auberge, d'entretenir seul la souveraine de mon coeur. Je reconnus bientôt que j'étais moins enfant que je ne le croyais. Mon coeur s'ouvrit à mille sentiments de plaisir dont je n'avais jamais eu idée. Une douce chaleur se répandit dans toutes mes veines. J'étais dans une espèce de transport, qui m'ôta pour quelque temps la liberté de la voix et qui ne s'exprimait que par mes yeux.
200125	10192	FEINDRE_INSENSIBILITE	51	Et ces mots ne sont pas plus tôt dits qu'Augustine fait tout ce qu'elle peut pour lier conversation avec la fausse demoiselle de Franville <citation>qui d'abord fuit, tourne, évite, échappe, et tout cela pour se faire plus chaudement désirer.</citation>
103972	10237	SE_BATTRE_EN_DUEL_POUR_FEMME	54+107	Il étoit fort blessé, se débattoit dans les bras de ses gens, tendoit les siens vers milord Arundel ; Hébert l'entendait s'écrier : Qu'ai-je fait?  ah, malheureux!  qu'ai-je fait ?
102972	10550	MESALLIANCE_CAUSER_MALHEURS	97+61	C'est folie de s'attacher à quelqu'un qui n'est pas de votre condition.        <td width='25%' bgcolor='#F6F5F4' valign='top'>
101368	10214	AMOUR_RENDRE_CRÉDULE	125+129	Soyez sûr, mon cher père, qu'elle ne m'a point trahi. Elle n'est pas capable d'une si noire et si cruelle lacheté. C'est le perfide B... qui nous trompe, vous, elle et moi.
305912	10334	RIVALITE_HAINE	71	Tels i ot ki en ont envieDe son solas et de sa vie ;Et pour chou que il se deduit,<BR>En avoit a la court plus d'uit,<BR>Cui il anoie tant et grieve,<BR>K'a poi ke li cuers ne lor crieve ;<BR>Mais sour tous poise Lisïart,<BR>Qui molt fu fel et de mal art.<BR>
100354	10063	NARRATEUR_ASSUMER_INEXACTITUDE	129	Car il y a apparence (l'histoire n'en dit pourtant rien) que la bonne Fée, pendant un si long sommeil, lui avait procuré le plaisir de songes agréables.
200101	10828	COURTISER_PAR_RUSE	51	À l'âge de dix-sept ans, je m'attachai à une jeune demoiselle, à qui je dois le genre de vie que j'embrassai. [...] <citation>La sagesse que je remarquais dans cette fille m'avait rendu sensible à sa beauté. Je lui trouvais d'ailleurs tant d'indifférence pour ses charmes, que j'aurais juré qu'elle les ignorait.</citation> [...] ses airs de physionomie que j'avais cru si naïfs n'étaient, à les bien nommer, que des tours de gibecière [...] mais je l'avais crue naturelle et ne l'avais aimée que sur ce pied-là [...].
305496	10006	CACHER_CONDITION_SOCIALE	71	Un peschur vait ki vers lu vient;Une gunele aveit vestue<BR>D'une esclavine ben velue.<BR>La gunele fu senz gerun,<BR>Mais desus out un caperun.<BR>Tristran le vait, vers lu le ceine<BR>En un repost liu u l'en maine.<BR>Amis, fet il, changuns noz dras<BR>......................................<BR>Prist les, si li dunat les sons,<BR>.....................................<BR>Od les forces haut se tundi:<BR>Ben senble fol u esturdi.<BR>Enaprès se tundi en croiz.<BR><BR>Il voit un pêcheur qui se dirige vers lui. L'homme portait une gonnelle d'une étoffe bien velue. La gonnelle ne possède pas de giron mais est pouvue d'un capuchon. Tristan l'aperçoit, lui fait signe et l'emmène un peu à l'écart. Ami, lui dit-il, échangeons nos habits.......s'empare des habits de Tristan et lui donne les siens en échange........Avec ces ciseaux, il se tondit le haut du crâne: il avait bien l'allure d'un fou ou d'un demeuré. Puis il se fit une tonsure en croix.
104180	10886	LETTRE_SUBTILISEE_ECHANGEE	71	Or tost, fet elle, va moi querre Sa boiste, et si la desserre, Et la lectre m'aporteras.<BR />[...]  La boiste oevre, la lectre a prise.<BR /> La contesse tantost la brise<BR />Et voit la feste et la grant joie<BR />Que cilz qui lez lectres envoie [...]<BR />Unne autre lectre a fet escrire<BR />Par un sien frere chappelain.
103956	10829	PUNIR_PAR_CONTUMACE	126	no text found
305998	10267	EVASION_DU_CONDAMNE	125	Enfin la nuit étant venue nous nous rendîmes un peu au-dessous de la porte de l'Hôpital, dans un carrosse. Nous n'y fûmes pas longtemps sans voir Manon paraître avec son conducteur.
200060	10067	ABANDONNER_ENFANT	71	"Coustume estoit en icel tens Qui enfant avoit sel vendist ;<BR />	ja il enfes nel desfendist<BR />	por que il pleüst a son pere<BR /> u que il sesist a sa mere.<BR />Voirs fu et celi en ouvint,<BR />en cuer et en pensé li vint<BR /> de vendre Eracle son enfant<BR />	et de donner l'avoir avant<BR /> por Diu qui le forma et fist."
100060	10013	DOXA_INCIPIT_JUSTIFIER_RECIT	75+107	Il y a tout plein de femmes imprudentes...        
102564	10407	ENLEVER_FEMME_CONSENTANTE	57	Je vous conduirai près d'ici dans une maison où vous serez la maîtresse ; vous n'y serez qu'autant que vous le voudrez. Suivez-moi, madame, tout est prêt pour votre fuite.
305914	10085	AIDER_CONTRE_MONSTRE	71	Eurïaus dist : Sire, merchi !Pour Diu, fuiés vous ent de chi !Que je voi venir un dyable ;<BR>Verités est, n'est mie fable.<BR>Mors estes, se ne vous gardés.<BR>
102722	10519	FEMME_VIEILLIR	35	Garnier/Deloffre, 1959, p. 128:Eh! madame, reprit Mlle Habert l'aînée d'un ton piqué, je sais l'âge de ma soeur, je suis son aînée, et j'ai près de deux ans plus qu'elle. Oui, madame, elle a cinquante ans moins deux mois, et je pense qu'à cet âge-là on peut passer pour vieille; pour moi, je vous avoue que je me regarde comme telle [...]<BR />Garnier/Deloffre, 1959, p. 135/6:<BR />[...] mais entre nous, l'aimez-vous un peu aussi? avez-vous de l'amour pour elle? là, ce que l'on appelle de l'amour, ce n'est pas de l'amitié que j'entends, car de cela elle en mérite beaucoup de votre part, et vous n'êtes pas obligé au reste; mais a-t-elle quelques charmes à vos yeux, toute âgée qu'elle est?<BR />Garnier/Deloffre, 1959, p. 136/7:<BR />'Oui, elle est fort passée, mais je pense qu'elle a été assez jolie, dit encore la dame en continuant, et comme dit sa soeur, elle a bien cinquante ans.
100888	10149	OFFRIR_MIROIR	107+129	S'étant rendu dans le voisinage du château, il trouva le moyen de remettre à cette jeune personne un miroir, qui dans une boîte plus grande que celle du marchand, contenait vis-à-vis la glace le portrait d'un homme fort aimable avec une lettre tendre.
102858	10543	AMANT_VOLAGE	3+129	no text found
103586	10721	FEMME_SE_VENGER_PAR_DEPIT	42	no text found
104492	10942	FEMME_EMPRISONNER_FEMME	57	Je vous fis enfermer hier, Misrie, chargée de chaînes, dans les chambres destinées à la punition des esclaves.<BR />Je ne parus si cruelle, que pour augmenter le plaisir de votre surprise en vous rendant Merville.
100864	10029	RETROUVAILLES_PARENT_FILLE	71	L'anel li a dunc aportée ele l'a mult esguardé.El l'a tresbien reconneü<BR>e le paile qu'ele a veü.<BR>Ne dute mes, bien set et creit<BR>que li Fraisnes sa fille esteit.<BR>Elle apporte l'anneau, que la dame examine et qu'elle reconnaît aussi bien que l'étoffe qu'elle vient de voir. Elle n'a plus aucun doute, elle est sûre que Frêne est bien sa fille. 
102734	10521	LECTURE_SUSCITER_IMITATION	3+129	no text found
100486	10091	RAPPORT_DIEGESE_MORALITES	3+129	Comme le monde n'est composé que de mines, il n'y avait point pour tout que de la superficie dans la probité de ce Juif; et il était du nombre de ces méchants qui ne sont jamais plus dangereux que quand ils ont un peu de bonté.
103088	10606	RELIGION_CREE_GUERRE	40	Du temps que le zèle inconsidéré de religion armait nos provinces les unes contre les autres.
103024	10585	CHERCHER_MORT_PAR_DESESPOIR	106	L'Infidélité de Sophie, la persecution de ses parents, tout ce que je croiois que le Viceroy avoit fait d'injustice contre moy et enfin la perte de mon bien, me mirent dans un tel desespoir que je hasarday ma vie dans toutes les recontres où mes camarades et moy trouvâmes de la résistance.
103594	10724	HONTE_IMPUISSANCE_SEXUELLE	42	Son désespoir augmenta en y retrouvant la fâcheuse chouette qui, assise dans un fauteuil, chantoit en l'attendant. Eh quoi! Lui dit- elle d'un ton gai, si- tôt de retour! Une nuit passe avec vous comme une minute. Si vous ne les faites jamais plus longues, on peut sans scandale vous en accorder; je croyois ne vous revoir qu'à midi. Grands dieux! S'écrioit douloureusement le prince, de quels malheurs empoisonnez vous ma vie? Ah! Dit la chouette, je suis au fait. Il vous est arrivé quelque accident, ou, pour mieux dire, le même subsiste; cela est malheureux pour vous; car quel usage voulez- vous qu'on fasse de votre personne ? Sçavez- vous bien, vous qui parlez si mal- à- propos, dit le prince avec fureur, que je vous tords le col, si vous osez encore proférer une parole? 
100972	10164	AGE_PORTER_PREJUDICE_FEMME	35+129	CITATION>Oui, elle est fort passée, mais je pense qu'elle a été assez jolie, dit encore la dame en continuant, et comme dit sa sur, elle a bien cinquante ans</CITATION>.<BR />Voir ausi GF p. 103<BR />Eh! pourquoi du bruit? A cause de votre âge? reprit notre hôtesse. Eh! pardi, voilà  bien de quoi!  La semaine passée, n'y eut-il pas une femme de soixante et dix ans pour le moins, qu'on fiança dans notre paroisse avec un cadet de vingt ans? L'âge n'y fait rien que pour ceux et celles qui l'ont ; c'est leur affaire.
102594	10497	BRIGANDS_ATTAQUER	57	Nous vîmes deux hommes de mauvaise mine qui tenaient chacun un poignard à la main, et qui la poursuivaient.
103692	10754	MEURTRE_CONDUIRE_A_ESCLAVAGE	60	On écrit le nom de son crime sur son front, avec le jus de certaines herbes qui ne peut s'effacer.
104530	10945	AGRESSEUR_MANQUER_FORCE	74	Je croy que je les eusse tuez tous deux , si j'en eusse eû la force, et que dés en entrant, je ne fusse point demeurée outrée, sur le premier siège qui s'étoit offert.
305420	10089	AIDER_CONTRE_VIOL	7	Il m'apprit ce qui se passait à quelques pas de nous. A cette horrible nouvelle, je m'écrie comme un furieux : A moi ! Ici la garde! Ces mots furent fuir les quatre misérables.
104124	10119	VENDRE_FEMME_COMME_ESCLAVE	74	Je m'échappay quelques jours aprés : je fus chercher mon ingrat où je croyois le trouver. J'ai été prise par des Corsaires pendant ce voyage, et vendue au Bey Mahemet.
305962	10179	MALTRAITER_PRISONNIER_STOIQUE		"Il lo fest devalar de son palaz	En larvol dun celer, desoz uns graz ;<BR>	Aiqui a la contesse dolent solaz. <BR><BR>Au lieu de le garder chez lui, lhôte lenvoya dans un cellier voûté, au-dessous dun escalier ; la comtesse y passa de bien tristes moments. "
103132	10617	TORTURER_PAR_AIGUILLE_SADISME	86	no text found
100456	10073	ARRIVÉE_CAUSER_DÉSORDRE	129	CITATION>Il entra avec fracas, fit à Madame de Meilcour une révérence distraite, à moi, une moins ménagée encore</CITATION>.
100454	10073	ARRIVÉE_CAUSER_DÉSORDRE	107+129	no text found
104904	11008	GUERRE_DESCRIPTION	74	 Evandre] s'efforça d'arrêter la fureur des soldats victorieux. Mais sa pitié fut inutile, car soit par les derniers ordres de Nicostrate, ou par quelqu'autre malheur imprevû, le feu prit dans la Ville soûmise, et la consuma avec tant de promptitude, malgré les soins qu'on prit pour l'éteindre, qu'en moins de trois jours elle fur réduite en cendres.
100800	10143	TOMBER_FOLLEMENT_AMOUREUX	119+129	Qu'on se figure tout ce que la beauté la plus régulière a de plus noble, tout ce que les grâces ont de plus séduisant, en un mot, tout ce que la jeunesse peut répandre de fraîcheur et d'éclat, à  peine pourra-t-on se faire une idée de la personne que je voudrais dépeindre. Je ne sais quel mouvement singulier et subit m'agita a cette vue:  frappe de tant de beauté, je demeurai comme anéanti.  Ma surprise allait jusques au transport. Je sentis dans mon coeur un désordre qui se répandit sur tous mes sens : loin qu'il se calmât, il redoublait par l'examen secret que je faisais de ses charmes. <BR />Elle me parut si charmante que moi, qui n'avait jamais pense a la différence des sexes, ni regarde une fille avec un peu d'attention, moi, dis-je, dont tout le monde admirait la sagesse et la retenue, je me trouvais enflamme tout d'un coup et jusqu'au transport.  
100958	10161	FEMME_INITIER_JEUNE_IGNORANT	38	 Et là-dessus la Remy nous salue, nous laisse, ferme la porte sur nous, ôte la clef, que nous lui entendîmes retirer quoiqu'elle y allât doucement. Il faut donc que cette femme soit folle : je crois qu'elle nous enferme! me dit alors Mme de Ferval en souriant d'un air qui entamait la matière, qui engageait amoureusement la conversation, et qui me disait : Nous voilà donc seuls ? Jacob résume son initiation amoureuse : Figurez-vous ce que c'est qu'un jeune rustre comme moi, qui, dans le seul espace de deux jours, est devenu le mari d'une fille riche, et l'amant de deux femmes de condition.  Après cela mon changement de décoration dans mes habits, car tout y fait ; ce titre de monsieur dont je m'étais vu honoré, moi qu'on appelait Jacob dix ou douze jours auparavant, les amoureuses agaceries de ces deux dames, et surtout cet art charmant, quoique impur, que Mme de Ferval avait employé pour me séduire; cette jambe si bien chaussée, si galante, que j'avais tant regardée... Enfin l'air qu'on respire au milieu de tout cela :  voyez que de choses capables de débrouiller mon esprit et mon coeur, voyez quelle école de mollesse, de volupté, de corruption, et par conséquent de sentiment; car l'âme se raffine à mesure qu'elle se gâte.  Aussi étais-je dans un tourbillon de vanité si flatteuse, je me trouvais quelque chose de si rare, je n'avais point encore goûté si délicatement le plaisir de vivre, et depuis ce jour-là je devins méconnaissable, tant j'acquis d'éducation et d'expérience. ARTFL (Ed. F. Deloffre, Paris, Garnier, 1959). p. 187
103150	10621	INTRIGUER_POUR_POLITIQUE	3+129	no text found
103926	10715	SUBSTITUER_PARTENAIRE_FEMME	71	Ils appellent Branguain pour parler en tête en tête. Pleurant à chaudes larmes, [Yseut la supplie] de lui porter [secours] pendant la nuit en prenant sa place [comme reine] auprès du roi, parce qu'elle sait que Branguain est [jeune fille], mais d'elle-même elle sait qu'elle n'est pas [vierge]. Ils réussissent à [la] convaincre, en usant de paroles séduisantes, de prières et de [serments], si bien qu'elle [accède à] leurs prières.
101916	10357	IDENTIFIER_RIVAL	3+129	A force de reflexion, Florange conclut que Mainville et sa femme doivent être amants.  Un jour il les surprend en conversation et les confond par sa perspicacité.  Devant leurs dénégations embarrassées, il leur interdit de se revoir, sous le prétexte que, si Mainville n'a pas su reconnaître le mérite de la marquise et l'aimer, il n'est plus digne de la voir.
305730	10121	RIVAUX_COMBATTRE_POUR_FEMME	71	Il dépêche soudain un gentilhomme vers Flodoard avec un billet par où il le sommait de lui faire raison de l'épée à la main du tort qu'il vait fait à Cédrine.
102358	10449	PRESSENTIR_VIOL	71	Vv 490-496Mais  moy qui fus seule en crainteDes chevaulx ouy la frainteQui par le bois se hastoient<BR />Et ja pres de moy estoient,<BR />Tout neme veissent ilz mie.<BR /> Adonc la char me fremie<BR />De paour, si me tins coye<BR />Et du tout mon chant acoye.<BR />Le passage suivant précise que les craintes de la bergère sont celles d'être violée (honnie).<BR />vv 835-37<BR />Quand je les vi m'esbahy,<BR />car cuiday estre honnie <BR />Et de toute honneur bannie.
100600	10076	HOMME_AIDER_FEMME	88	Elle s'évanouit presque. Je pris ce moment  pour sortir de ma cachette et je vins à son secours.
105184	10772	AMOUR_CONTRARIÉ_ENTRAÎNER_TENTATION_SUICIDE	74	Frappé comme d'un coup de foudre à cette veue, et aprés s'estre fait dire les particularitez de sa disgrace, il voulut de douleur se jetter sur son espée, et c'en estoit fait, sans le promptitude avec laquelle son Valet de chambre l'en empêcha.»
305476	10686	RESSENTIR_AMOUR_PROVOQUER_MALADIE	71	"Atant laist le mangier esteret tot le rire et le jüer,		le boire laist et le dormir.<BR>Cil se criement de son morir.<BR>"
104194	10031	RECHERCHER_ORIGINES	71	 Par foi, dit l'evesque gentis,Or veil je donc estre ententis A faire tant qu'ele me die<BR /> Donc elle est, et de quel lignie .
